call_id                             , speaker , text                                                                                                                                                                                                 , stime, etime
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, "I'm okay, thanks. What is this about?"                                                                                                                                                              ,   8.0,  11.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , I'm calling regarding an outstanding balance on your account. Can I get your name for verification?                                                                                                  ,  10.0,  18.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, It's Alex Johnson.                                                                                                                                                                                   ,  18.5,  20.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , "Thank you, Alex. You have a balance of $250 due on your account. How would you like to settle this today?"                                                                                          ,  19.0,  30.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, I didn't realize I had a balance. Can you give me more details?                                                                                                                                      ,  31.0,  35.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , "Certainly! The last payment was made in July, and the current balance includes late fees."                                                                                                          ,  34.0,  44.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, "I see, but I need to check my records before making a payment."                                                                                                                                     ,  45.0,  50.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , Of course! Would you like to discuss a payment plan?                                                                                                                                                 ,  49.0,  55.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, I think that would be best. I need a little more time.                                                                                                                                               ,  56.0,  60.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , I understand. We can set up a plan for you. When do you think you could make the first payment?                                                                                                      ,  59.0,  69.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, Maybe next week. I'll check my schedule.                                                                                                                                                             ,  70.0,  74.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , That sounds good. Please don't hesitate to call us back if you have any questions.                                                                                                                   ,  73.0,  81.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Customer, "Thanks for your help, Mark. I appreciate it."                                                                                                                                                       ,  82.0,  87.0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b, Agent   , "You're welcome, Alex! Have a great day!"                                                                                                                                                            ,  86.0,  92.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , "Hello, this is Jordan from XYZ Collections. How are you today?"                                                                                                                                     ,   0.0,   7.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Customer, "Hi, I'm doing alright, thanks. What is this about?"                                                                                                                                                 ,   8.5,  12.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , "I'm contacting you regarding an outstanding balance on your account. Before we proceed, can you please verify your date of birth?"                                                                  ,  11.0,  23.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Customer, "Sure, it's June 15, 1990."                                                                                                                                                                          ,  24.0,  26.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , Thank you for that information. Can you also confirm your address for verification?                                                                                                                  ,  25.0,  36.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Customer, "Yes, it's 123 Maple Street, Springfield."                                                                                                                                                           ,  37.0,  41.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , Thank you for verifying your information. You have an outstanding balance of $500. How would you like to settle this today?                                                                          ,  42.0,  55.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Customer, I can pay $200 right now and the rest later.                                                                                                                                                         ,  56.0,  60.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , That sounds good. I can set up a payment plan for the remaining balance. Would that work for you?                                                                                                    ,  59.0,  71.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Customer, "Yes, I appreciate that. How do we proceed?"                                                                                                                                                         ,  72.0,  76.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , I will send you the details via email after this call. What's the best email address for you?                                                                                                        ,  77.0,  89.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Customer, It's john.doe@example.com.                                                                                                                                                                           ,  90.0,  93.0
114f3a62-bb17-44aa-bdcf-46873590a1ed, Agent   , "Thank you, John. You’ll receive an email shortly with all the payment details. Is there anything else I can assist you with today?"                                                                 ,  94.0, 106.0
